,Rating,Title,Review,Review_Date
3145,4.0,Budget phone with Average features,"pros- Budget phone, Fast Charging, Good performance, Premium look, decent battery life will last a day easily after normal use.cons. Average camera, Pictures taken in night are below average. no alert slider which is very useful feature. 256GB storage is not available.",14 April 2022
3146,5.0,"Adorable product , just go for it. Thanks Amazon","Just amazing , delivery boy was superb",10 September 2022
3147,4.0,Good mobile,Screen size too long,16 June 2022
3148,5.0,Love it.,All is well except wallpaper visuals during night mode.,11 September 2022
3149,4.0,Best for day to day usage,"A good phone to be handled with one hand wrt size, slim one, light phonePeople are complaining about speaker...But I don't see that until you need woofers!!!",9 May 2022
3150,4.0,Nice product from one plus.,Nice product from one plus,15 June 2022
3151,5.0,"Very good handset,  battery back up is super overall deserve 4",5 rating out of 5,11 September 2022
3152,3.0,Or dusarose alg banavo,Thoda or badhavo,17 August 2022
3153,5.0,Good choice to buy,Battery life is good,16 September 2022
3154,4.0,Decent handset for you,"Decent build quality, backside glass fine awasome with blue colour, mobile designed simply perfect, everything is out of expectations in this handset, except camera quality, have to improve the camera quality in future updates others wise all are good.",28 April 2022
3155,5.0,"Good phone,  price is a little bit more",I like overall,13 September 2022
3156,4.0,Good,Good,24 June 2022
3157,4.0,Camera quality not good,"The media could not be loaded.
                



 Not up to the mark Well work,not that special.  Its features are like the same Real Me Note 10 Pro and the camera is very dull,  I didn't like the camera that much. Specially the  Front one,while other features r good but camera quality thoda improve hotha tho accha rethaFingerprint nd battery is just awesome one of the best in this🤗.",29 March 2022
3158,4.0,Nice but not like one plus other mobiles. Ok that's it,Ok not so good,15 June 2022
3159,4.0,Ok,Avarage,27 June 2022
3160,3.0,Nothing,Not bad,Reviewed in India 🇮🇳 on 17 August 2022
3161,4.0,Good product,My experience is very good,Reviewed in India 🇮🇳 on 13 June 2022
3162,2.0,Camera quality poor,"Camera quality is not good,and battery backup is not good",Reviewed in India 🇮🇳 on 23 November 2022
3163,3.0,Decent Product,Decent Product- Purchased coz of Brand,Reviewed in India 🇮🇳 on 16 August 2022
3164,5.0,Behtareen,Finger print okayBattery life shortCamera so so,Reviewed in India 🇮🇳 on 8 September 2022
3165,5.0,One Plus never fails,Great experience in using the phone.Power packer performance in gaming and streaming.Night mode is a bit dissatisfaction but overall good product,Reviewed in India 🇮🇳 on 20 August 2022
3166,4.0,Performance ways phone was good,Performance ways phone was good.Nice processor and better battery life.but camera not good as I expected and sometime fingerprint not working properly.,Reviewed in India 🇮🇳 on 28 May 2022
3167,5.0,Good,"The media could not be loaded.
                



 Great",Reviewed in India 🇮🇳 on 29 September 2022
3168,4.0,My review after 10 days,Not upto the mark. Phone looks very cheap though it is a 20k phone. Very disappointed by oneplus. You should go for realme 9 with same specs. Camera is low quality.,Reviewed in India 🇮🇳 on 12 May 2022
3169,4.0,good,There is a heating issue. Camera is not bad. Overall performance is good.,Reviewed in India 🇮🇳 on 6 June 2022
3170,5.0,nice,,14 September 2022
3171,2.0,Not value for money,"OnePlus केवल इसे ब्रांड वैल्यू के दम पर बेच रहे है वो भी इतना महंगा, जबकि ओप्पो सेम फोन बेच रहा है बहुत कम दाम में। सॉफ्टवेयर processsing कैमरा की बिल्कुल बेकार है, अच्छा सेंसर होने के बावजूद।ऑवराल बेलो एवरेज फोन।",29 October 2022
3172,3.0,Good,Good,19 August 2022
3173,5.0,Good,Good,17 September 2022
3174,4.0,Little disappointment,Everything is good but not as expected from oneplus. They could have included slider in this mobile,30 May 2022
3175,3.0,OK,CALL RECORDING NAHI HO RAHI HE,13 August 2022
3176,4.0,A decent mid level phone.,A decent mid level phone. Beautiful  design and good features . Battery life is  also good. Camera quality is average. Overall I am satisfied with this phone.,13 May 2022
3177,4.0,Camara could have been better otherwise phone is decent ✌🏻,Phone is decent in but camara is below average in this price segment could have been better but i got this deal in 17k because of exchange of old phone make this deal awesome but if I speak in 24k you can choose more feature loaded smartphone compared to nord CE2 ✌🏻,4 April 2022
3178,5.0,Best Oneplus Mobile under 20K,This is the best Oneplus Nord smartphone which is far better than Oneplus Nord 2T in terms of battery life and camera quality.,24 August 2022
3179,3.0,Good mobile,All features good,18 August 2022
3180,4.0,Fabulous phone,Fabulous phone,Reviewed in India 🇮🇳 on 14 June 2022
3181,2.0,Phone problems.,"Poor devised issued to me when compared to others issued devices.  Actually, there is a network as well as Bluetooth problem exist.  Lot of efforts have done, no improvements.  As a soldier I am intimating you, your organisation is OK but due to somebodies you never not full fill the requirements of others.  Everythings are abnormal and fake due to issued the manufactured default things.  Jaihind 🙏",Reviewed in India 🇮🇳 on 23 October 2022
3182,5.0,Good Girp and ultra fast charging nice looking colour,Size comfart,Reviewed in India 🇮🇳 on 13 September 2022
3183,4.0,Battery,Good in this budget,Reviewed in India 🇮🇳 on 13 June 2022
3184,4.0,Heating problem is there in Mobile.,Heating problem is there in mobile ... I replaced the item and got another one both one has same heating problem. In start battery backup is good but after sometime it is little bit down.,Reviewed in India 🇮🇳 on 29 April 2022
3185,3.0,Camera quality not good,Camera quality not good,Reviewed in India 🇮🇳 on 13 August 2022
3186,4.0,Camera  is superb... Looking good,Nice phone with a compitable price,Reviewed in India 🇮🇳 on 12 June 2022
3187,4.0,Awesome,Nice phone,Reviewed in India 🇮🇳 on 18 June 2022
3188,5.0,Good phone with low price but features are all nice.,Good phone with low budget.,Reviewed in India 🇮🇳 on 11 September 2022
3189,5.0,Good product,"Good product, but camera quality degrades with time",Reviewed in India 🇮🇳 on 9 September 2022
3190,4.0,Go for it,"The media could not be loaded.
                



 Light weight,great look,good camera quality.Suitable phone in this price.",3 June 2022
3191,5.0,Not good,Not good,13 September 2022
3192,4.0,Less quality and performance comparison oppo&vivo,"Camera is good , performance avarage and 3000Rs. Costly at these features right price should be 16000-17000",31 May 2022
3193,5.0,"All is good,, Heating issue in video recording..","Look wise good, camera is ok, basically just a normal use phone.. when you recording video for just 5min phone start heating.. if you are looking this phone for photo or videos, so pls don't buy..",4 August 2022
3194,5.0,Owesome Product,Good product and camera quality is owesome,13 September 2022
3195,5.0,Over all Good,Good Mobile Phone under 19k,10 September 2022
3196,5.0,Everything is good. Touch working properly.battery backup and recharging speed is gud. Simply love,Camera quality is gud especially night mode. Fingerprint sensor is also great,5 September 2022
3197,5.0,This is the best mobile in this price. It is also good to look at,,13 September 2022
3198,5.0,Good phone,Good phone,12 September 2022
3199,5.0,Nice,Jst awsm,12 September 2022
3200,2.0,Camera quality poor,Selfie Camera quality poor and back camera image also dull without qualities images,19 November 2022
3201,4.0,All is well ....but  camera quality is very poor,All is well ..... Camra quality is very low***,5 June 2022
3202,3.0,Change your,Battery low,14 August 2022
3203,3.0,Software and Camera are not good.,"Software glitch is a big issue. Sometimes something works, sometimes it doesn't. Moreover, they are still using the Android 11. They must give the latest version since they are taking 25K.Yes, the battery and charger is quite good. It charges to full in almost 45 minutes and if you charge for 10 minutes, you can run it for 2-3 hours. But one problem - device shuts down without any prior warning when battery is down.",23 June 2022
3204,3.0,Worst and pathetic body,Body of the phone is very bad it has to be laminated otherwise it will destroy the back body of phone..you can't remove the dust spots on the phn,26 July 2022
3205,5.0,I would say Best Phone in this Price Range.,Like1. Camera2. Display3. Charging4. Refresh Rate is also good however bit lesser than other in this Price Range.5. LooksDislike1. Finger Print is sometimes bit Slow.2. Battery Life is bit less but as charging is so fast it can cover this dislike.,18 July 2022
3206,5.0,Good,Good performance,13 September 2022
3207,4.0,Good one,Good camera,17 June 2022
3208,5.0,Aacha mobile h,Aacha h,13 September 2022
3209,3.0,Good,Good,21 August 2022
3210,3.0,Nice,Nice mobile,16 August 2022
3211,5.0,The phone is super fast and light weight.,Loved the phone since day 1. Although a little disappointed design wise but performance is quick and efficient.,27 August 2022
3212,3.0,Good,Good and smooth,13 August 2022
3213,4.0,Good phone,OnePlus Nord ce 2 nice phoneFingerprint sensor very fastCamera quality goodSuper chargingGood battery lifeDisplay quality very niceI used this phone to last 20 days all is wellThis prize OnePlus brand I satisfied,17 April 2022
3214,5.0,Quality product,Camera quality is highlight,11 September 2022
3215,5.0,OnePlus better quality camera,Camera is best fingerprint scanner is best,8 September 2022
3216,3.0,Charger problem,All of sudden charger is not charging in a proper way... Fast charging is not working... What shall i do??,3 August 2022
3217,5.0,lock,1st lock2 its time to move on,7 September 2022
3218,5.0,Excellent product,Just buy it.... without any 2nd thought. Everything is just good....Amazon service was very very good,1 September 2022
3219,4.0,"Money worthy, Go for it if you want to use long term.",I liked Fingerprint by side if it is more accurate ultimate performance.Good experience on this mobile.Battery life is good.Picture quality ok.,16 May 2022
3220,5.0,Nice Phone,Nice Phone but battery backup is not too good,6 September 2022
3221,4.0,Phone is very nice & 2 month hogaye h mujhe use karte it's good.,"The media could not be loaded.
                



 Very good battery life/ charging, camera & spl light weight, i bought oneplus phone 1st time and experience was good.",25 May 2022
3222,4.0,Good phone,So far it's good ....,8 June 2022
